1.0000,1.0000,28.6368
1.0000,2.0000,9.0068
1.0000,3.0000,6.1959
2.0000,1.0000,1.0962
3.0000,1.0000,1.0962
4.0000,1.0000,3.5808
4.0000,2.0000,1.0962
4.0000,3.0000,2.2726
5.0000,1.0000,1.0962
5.0000,2.0000,13.1479
6.0000,1.0000,1.0962
6.0000,2.0000,3.2274
7.0000,1.0000,7.6068
7.0000,2.0000,3.2644
7.0000,3.0000,1.0962
8.0000,1.0000,7.7000
8.0000,2.0000,6.1986
8.0000,3.0000,1.0962
9.0000,1.0000,1.0962
9.0000,2.0000,2.8959
10.0000,1.0000,1.0962
10.0000,2.0000,2.9288
11.0000,1.0000,1.0962
11.0000,2.0000,5.0507
12.0000,1.0000,4.3822
13.0000,1.0000,4.4178
13.0000,2.0000,3.9027
14.0000,1.0000,1.0962
14.0000,2.0000,8.5877
15.0000,1.0000,16.3110
15.0000,2.0000,17.9233
16.0000,1.0000,11.7932
16.0000,2.0000,4.4507
17.0000,1.0000,17.0452
17.0000,2.0000,6.7205
18.0000,1.0000,1.0962
18.0000,2.0000,9.2685
18.0000,3.0000,5.3192
19.0000,1.0000,1.0962
19.0000,2.0000,4.9096
20.0000,1.0000,1.0962
21.0000,1.0000,1.0962
21.0000,2.0000,2.8822
21.0000,3.0000,2.2877
22.0000,1.0000,1.0962
22.0000,2.0000,4.0973
23.0000,1.0000,1.0962
24.0000,1.0000,1.0962
24.0000,2.0000,6.7151
25.0000,1.0000,4.5384
26.0000,1.0000,1.0962
26.0000,2.0000,5.7822
27.0000,1.0000,3.9973
28.0000,1.0000,3.7986
29.0000,1.0000,1.0962
30.0000,1.0000,1.0962
31.0000,1.0000,4.9767
31.0000,2.0000,3.0000
31.0000,3.0000,1.0962
32.0000,1.0000,3.5274
33.0000,1.0000,30.0836
33.0000,2.0000,7.1877
34.0000,1.0000,6.6301
34.0000,2.0000,2.1849
34.0000,3.0000,2.5370
35.0000,1.0000,1.0962
35.0000,2.0000,3.5863
35.0000,3.0000,2.3027
36.0000,1.0000,1.0962
36.0000,2.0000,3.8986
37.0000,1.0000,1.0962
37.0000,2.0000,8.9000
38.0000,1.0000,6.1397
38.0000,2.0000,4.7123
38.0000,3.0000,1.0962
39.0000,1.0000,5.6575
39.0000,2.0000,4.1658
40.0000,1.0000,5.4808
40.0000,2.0000,1.0962
41.0000,1.0000,1.0962
41.0000,2.0000,4.9205
42.0000,1.0000,7.3603
43.0000,1.0000,9.7041
43.0000,2.0000,1.0962
43.0000,3.0000,2.6096
44.0000,1.0000,1.0962
44.0000,2.0000,8.5726
45.0000,1.0000,1.0962
46.0000,1.0000,7.8493
46.0000,2.0000,7.1795
47.0000,1.0000,6.2411
47.0000,2.0000,1.0962
48.0000,1.0000,5.6192
48.0000,2.0000,1.0962
49.0000,1.0000,6.8849
