1.0000,1.0000,14.2535
1.0000,2.0000,12.9535
1.0000,3.0000,13.6242
2.0000,1.0000,15.6231
3.0000,1.0000,15.4846
4.0000,1.0000,4.2319
4.0000,2.0000,0.0000
4.0000,3.0000,0.0000
5.0000,1.0000,16.3770
5.0000,2.0000,14.8013
6.0000,1.0000,14.9653
6.0000,2.0000,11.6506
7.0000,1.0000,11.4398
7.0000,2.0000,1.4642
7.0000,3.0000,5.2507
8.0000,1.0000,10.2111
8.0000,2.0000,8.9780
8.0000,3.0000,11.7072
9.0000,1.0000,12.2233
9.0000,2.0000,6.3698
10.0000,1.0000,11.8877
10.0000,2.0000,6.7653
11.0000,1.0000,20.1041
11.0000,2.0000,5.0507
12.0000,1.0000,4.3822
13.0000,1.0000,5.9929
13.0000,2.0000,1.0644
14.0000,1.0000,15.2534
14.0000,2.0000,11.9148
15.0000,1.0000,16.3110
15.0000,2.0000,17.9233
16.0000,1.0000,11.8524
16.0000,2.0000,9.6342
17.0000,1.0000,21.3919
17.0000,2.0000,6.7205
18.0000,1.0000,14.2805
18.0000,2.0000,9.2685
18.0000,3.0000,5.3192
19.0000,1.0000,14.0520
19.0000,2.0000,4.9096
20.0000,1.0000,14.9298
21.0000,1.0000,0.0000
21.0000,2.0000,6.2088
21.0000,3.0000,2.2877
22.0000,1.0000,9.2657
22.0000,2.0000,2.4309
23.0000,1.0000,16.5108
24.0000,1.0000,5.3880
24.0000,2.0000,13.5624
25.0000,1.0000,4.5384
26.0000,1.0000,14.7938
26.0000,2.0000,11.4296
27.0000,1.0000,0.0000
28.0000,1.0000,3.7986
29.0000,1.0000,12.2456
30.0000,1.0000,14.6956
31.0000,1.0000,0.0000
31.0000,2.0000,2.6389
31.0000,3.0000,0.0000
32.0000,1.0000,0.0000
33.0000,1.0000,30.0836
33.0000,2.0000,7.1877
34.0000,1.0000,5.8685
34.0000,2.0000,6.6639
34.0000,3.0000,2.5370
35.0000,1.0000,0.0000
35.0000,2.0000,2.4921
35.0000,3.0000,2.3027
36.0000,1.0000,8.5222
36.0000,2.0000,3.8986
37.0000,1.0000,15.8589
37.0000,2.0000,13.2784
38.0000,1.0000,9.1163
38.0000,2.0000,0.0000
38.0000,3.0000,1.6398
39.0000,1.0000,2.6708
39.0000,2.0000,6.0718
40.0000,1.0000,3.0061
40.0000,2.0000,9.2330
41.0000,1.0000,9.9178
41.0000,2.0000,3.4764
42.0000,1.0000,8.8633
43.0000,1.0000,10.6546
43.0000,2.0000,7.0323
43.0000,3.0000,11.5779
44.0000,1.0000,12.7874
44.0000,2.0000,8.5726
45.0000,1.0000,15.3969
46.0000,1.0000,11.0888
46.0000,2.0000,12.2006
47.0000,1.0000,12.4850
47.0000,2.0000,0.0000
48.0000,1.0000,12.2556
48.0000,2.0000,3.2560
49.0000,1.0000,6.8849
