1.0000,1.0000,0.0000
1.0000,2.0000,3.1717
1.0000,3.0000,3.1761
2.0000,1.0000,1.0450
3.0000,1.0000,1.0452
4.0000,1.0000,0.0000
4.0000,2.0000,1.0445
4.0000,3.0000,4.2038
5.0000,1.0000,1.0451
5.0000,2.0000,7.0781
6.0000,1.0000,1.0451
6.0000,2.0000,6.9384
7.0000,1.0000,1.0468
7.0000,2.0000,3.7818
7.0000,3.0000,1.0444
8.0000,1.0000,8.4563
8.0000,2.0000,6.0262
8.0000,3.0000,1.0449
9.0000,1.0000,1.0450
9.0000,2.0000,6.1679
10.0000,1.0000,1.0450
10.0000,2.0000,6.1780
11.0000,1.0000,1.0450
11.0000,2.0000,9.8611
12.0000,1.0000,9.0483
13.0000,1.0000,1.0467
13.0000,2.0000,7.0734
14.0000,1.0000,1.0450
14.0000,2.0000,6.3841
15.0000,1.0000,0.0000
15.0000,2.0000,8.9734
16.0000,1.0000,1.0468
16.0000,2.0000,6.3867
17.0000,1.0000,9.8872
17.0000,2.0000,9.9731
18.0000,1.0000,1.0451
18.0000,2.0000,1.0437
18.0000,3.0000,5.1513
19.0000,1.0000,1.0450
19.0000,2.0000,4.8310
20.0000,1.0000,1.0450
21.0000,1.0000,1.0448
21.0000,2.0000,1.0466
21.0000,3.0000,4.6745
22.0000,1.0000,1.0447
22.0000,2.0000,4.7379
23.0000,1.0000,1.0449
24.0000,1.0000,1.0447
24.0000,2.0000,1.0467
25.0000,1.0000,6.4860
26.0000,1.0000,1.0451
26.0000,2.0000,6.7350
27.0000,1.0000,1.0468
28.0000,1.0000,4.9337
29.0000,1.0000,1.0451
30.0000,1.0000,1.0450
31.0000,1.0000,3.5047
31.0000,2.0000,1.0468
31.0000,3.0000,1.0443
32.0000,1.0000,1.0468
33.0000,1.0000,6.0144
33.0000,2.0000,8.9410
34.0000,1.0000,8.6102
34.0000,2.0000,1.0466
34.0000,3.0000,6.4560
35.0000,1.0000,1.0448
35.0000,2.0000,1.0466
35.0000,3.0000,6.4602
36.0000,1.0000,1.0449
36.0000,2.0000,6.4433
37.0000,1.0000,1.0451
37.0000,2.0000,6.7898
38.0000,1.0000,1.0469
38.0000,2.0000,3.4335
38.0000,3.0000,1.0442
39.0000,1.0000,4.7586
39.0000,2.0000,7.0226
40.0000,1.0000,4.9365
40.0000,2.0000,1.0447
41.0000,1.0000,1.0447
41.0000,2.0000,4.7675
42.0000,1.0000,1.0469
43.0000,1.0000,9.2699
43.0000,2.0000,1.0449
43.0000,3.0000,1.0465
44.0000,1.0000,1.0450
44.0000,2.0000,1.0434
45.0000,1.0000,1.0449
46.0000,1.0000,7.8205
46.0000,2.0000,1.0467
47.0000,1.0000,1.0467
47.0000,2.0000,1.0446
48.0000,1.0000,1.0466
48.0000,2.0000,1.0448
49.0000,1.0000,9.0044
